"last_name, first_name",player_id,year,home_run,xba,xslg,xwoba,xobp,xiso,xwobacon,xbacon,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent
"Varsho, Daulton",662139,2023,20,0.232,0.391,0.303,0.297,0.16,0.358,0.312,87.8,20.5,34.3,7.3,7.3,36.1
"Nootbaar, Lars",663457,2023,14,0.263,0.435,0.357,0.371,0.172,0.391,0.343,89.1,7.2,30.8,8.8,5.4,37.8
"Hoerner, Nico",663538,2023,9,0.272,0.355,0.311,0.338,0.083,0.313,0.312,86.6,10.5,33,1.8,4.2,33.4
"Riley, Austin",663586,2023,37,0.271,0.514,0.366,0.34,0.243,0.453,0.369,92.3,13.5,35.2,13.9,7.8,49.2
"Hayes, Ke'Bryan",663647,2023,15,0.269,0.433,0.322,0.309,0.164,0.382,0.341,92.2,13.2,34.1,7.4,9.9,48.3
"Tucker, Kyle",663656,2023,29,0.288,0.528,0.387,0.378,0.239,0.413,0.343,90.2,14.8,35.4,10.6,8.1,45.9
"India, Jonathan",663697,2023,17,0.25,0.42,0.339,0.346,0.17,0.374,0.326,89.5,15.2,37.2,7.7,7.7,38.6
"Raleigh, Cal",663728,2023,30,0.233,0.466,0.332,0.307,0.233,0.424,0.336,89.5,20.3,36.5,12.6,7,41
"Grisham, Trent",663757,2023,13,0.219,0.4,0.326,0.333,0.181,0.392,0.326,90.3,18.3,32.8,11.9,7.5,40
"Vierling, Matt",663837,2023,10,0.266,0.396,0.323,0.334,0.13,0.373,0.348,89.1,9.1,32.2,4.6,5.1,42.8
"Stephenson, Tyler",663886,2023,13,0.242,0.395,0.314,0.318,0.153,0.386,0.342,89.4,8.9,33.5,7.6,9.4,43.5
"Lowe, Nathaniel",663993,2023,17,0.26,0.4,0.337,0.359,0.14,0.383,0.351,89.8,7.2,36.7,6.5,6.3,41.6
"Happ, Ian",664023,2023,21,0.251,0.421,0.349,0.366,0.17,0.389,0.341,89.9,13,36.7,9,5.5,39
"France, Ty",664034,2023,12,0.266,0.413,0.339,0.351,0.147,0.363,0.331,87.5,13.7,36.9,6.8,5.1,38.6
"Straw, Myles",664702,2023,1,0.241,0.301,0.275,0.305,0.061,0.297,0.302,86.3,9.4,34,0.5,2.4,23.3
"Bohm, Alec",664761,2023,20,0.287,0.45,0.342,0.34,0.163,0.376,0.342,89.4,11.1,35.1,5.7,7,41.7
"Wade Jr., LaMonte",664774,2023,17,0.262,0.448,0.362,0.378,0.186,0.385,0.333,88.4,17.4,33.6,9.1,5.8,39.8
"Pena, Jeremy",665161,2023,10,0.254,0.361,0.302,0.316,0.107,0.343,0.328,88,5.5,32.4,4,5.3,35.8
"Tatis Jr., Fernando",665487,2023,25,0.282,0.511,0.368,0.345,0.229,0.445,0.372,91.9,11,31.5,11,7.8,49.3
"Guerrero Jr., Vladimir",665489,2023,26,0.291,0.494,0.374,0.371,0.203,0.402,0.35,92.1,10.5,32.4,11.1,6.1,49.2
"Soto, Juan",665742,2023,35,0.281,0.535,0.408,0.418,0.254,0.446,0.363,93.2,6.7,28.5,13,7.6,55.3
"Taveras, Leody",665750,2023,14,0.27,0.405,0.32,0.32,0.135,0.38,0.352,90.1,10.2,35.2,7.2,5.5,43.1
"Gimenez, Andres",665926,2023,15,0.245,0.371,0.3,0.309,0.125,0.331,0.306,84.8,13.1,29.9,5.5,4.2,27
"Bichette, Bo",666182,2023,20,0.308,0.496,0.361,0.341,0.188,0.431,0.386,90.2,6.2,38.3,9.6,6.1,44.9
"Garcia, Adolis",666969,2023,39,0.249,0.523,0.367,0.333,0.274,0.472,0.362,92.1,15.7,36,16.1,8.5,49.7
"Gurriel Jr., Lourdes",666971,2023,24,0.262,0.439,0.326,0.312,0.176,0.369,0.323,89.7,10.6,35.3,8.4,6.9,46
"Rooker Jr., Brent",667670,2023,30,0.238,0.481,0.347,0.324,0.243,0.479,0.377,91.6,17.6,37.3,15.6,7.1,49.5
"Arozarena, Randy",668227,2023,23,0.242,0.436,0.352,0.358,0.194,0.405,0.34,91.7,11.3,31.8,12.3,7.8,48.3
"Steer, Spencer",668715,2023,23,0.25,0.409,0.331,0.339,0.16,0.369,0.327,88.7,15.3,35.3,6.7,6.5,37.1
"Reynolds, Bryan",668804,2023,24,0.278,0.488,0.359,0.345,0.21,0.427,0.364,90.9,10.9,36.9,11.1,6.6,47.3
"Rutschman, Adley",668939,2023,20,0.29,0.466,0.373,0.387,0.177,0.391,0.35,88.4,12.6,37,7.5,6.5,38.6
"Melendez Jr., MJ",669004,2023,16,0.233,0.428,0.325,0.316,0.195,0.411,0.342,93.2,16.9,34.6,11.4,8.2,49.6
"Edman, Tommy",669242,2023,13,0.26,0.383,0.31,0.319,0.123,0.336,0.314,89.1,7.5,27.9,5,5.7,38.8
"Smith, Will",669257,2023,19,0.261,0.433,0.353,0.365,0.172,0.366,0.32,89.3,15.6,37.5,6.7,9.3,41.6
"Suwinski, Jack",669261,2023,26,0.218,0.464,0.349,0.337,0.245,0.465,0.353,90.5,22.4,34.2,15.7,7.5,43.4
"Burger, Jake",669394,2023,34,0.268,0.506,0.358,0.328,0.238,0.468,0.383,91.9,12.3,33.4,16.7,6.9,49.6
"Hays, Austin",669720,2023,16,0.241,0.419,0.31,0.295,0.178,0.383,0.328,89.4,10.4,31,8.9,7.6,40.1
"Paredes, Isaac",670623,2023,31,0.226,0.364,0.314,0.332,0.138,0.319,0.286,86.9,22.2,32.4,5.9,5.9,28.5
"Friedl Jr., TJ",670770,2023,18,0.24,0.321,0.29,0.319,0.081,0.298,0.293,86.7,16.1,32,3.2,2.2,27.6
"Harris II, Michael",671739,2023,18,0.301,0.484,0.355,0.339,0.184,0.419,0.375,90.9,7.6,34.6,10,5.9,48.5
"Garcia, Maikel",672580,2023,4,0.27,0.387,0.318,0.327,0.118,0.377,0.357,91.8,6.1,36.9,3.9,9.4,50.6
"Robert Jr., Luis",673357,2023,38,0.259,0.516,0.35,0.311,0.257,0.475,0.377,89.1,16.1,38,15.4,5.6,42.3
"Kim, Ha-Seong",673490,2023,17,0.243,0.356,0.312,0.337,0.113,0.334,0.314,86.2,13.6,36.1,4.2,5.7,26.7
"Suzuki, Seiya",673548,2023,20,0.282,0.468,0.358,0.357,0.186,0.426,0.376,91.4,10.8,36.5,10.5,8.2,48
"Jung, Josh",673962,2023,23,0.256,0.476,0.336,0.306,0.221,0.451,0.372,91.8,15,41.9,11.9,7.9,47.4
"Rodriguez, Julio",677594,2023,32,0.275,0.473,0.346,0.333,0.198,0.434,0.374,92.7,8.5,31.8,11.9,7.3,52
"Witt Jr., Bobby",677951,2023,30,0.297,0.535,0.373,0.34,0.238,0.432,0.363,90.7,15.7,34.4,11.5,7.2,45.6
"Tovar, Ezequiel",678662,2023,15,0.247,0.383,0.29,0.282,0.137,0.377,0.345,88,12.6,36.4,8.1,3.6,36.2
"Torkelson, Spencer",679529,2023,31,0.251,0.48,0.349,0.331,0.228,0.428,0.349,91.8,17.1,33.2,14.1,7,50.9
"Kwan, Steven",680757,2023,5,0.282,0.356,0.318,0.354,0.074,0.313,0.318,86,10.7,37.7,1.1,2.8,18.8
"Stott, Bryson",681082,2023,15,0.267,0.381,0.309,0.319,0.115,0.336,0.32,88.1,10.1,36.4,4.7,5.3,35.2
"Outman, James",681546,2023,23,0.228,0.396,0.326,0.336,0.168,0.423,0.362,87.9,15.7,38.2,11.1,3.9,39.9
"Abrams, CJ",682928,2023,18,0.248,0.398,0.306,0.302,0.151,0.349,0.312,87.4,13.5,32.6,6.9,7.5,35.9
"Carroll, Corbin",682998,2023,25,0.269,0.439,0.346,0.349,0.17,0.388,0.345,90,11,32.7,7.6,7.8,40.9
"Henderson, Gunnar",683002,2023,28,0.258,0.468,0.345,0.329,0.21,0.43,0.36,92,11.4,32.9,11.4,7.9,52
"Volpe, Anthony",683011,2023,21,0.229,0.391,0.307,0.303,0.162,0.384,0.332,88.7,14.2,35.5,9,7.7,43
"Vaughn, Andrew",683734,2023,21,0.249,0.422,0.317,0.306,0.173,0.369,0.321,90.6,11.2,30.3,8.4,7.3,46.5
"Yoshida, Masataka",807799,2023,15,0.269,0.419,0.324,0.32,0.15,0.348,0.316,89,3.9,29.5,6.6,3.9,40.6
