"last_name, first_name",player_id,year,home_run,xba,xslg,xwoba,xobp,xiso,xwobacon,xbacon,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent
"Santana, Carlos",467793,2019,34,0.266,0.48,0.367,0.384,0.214,0.383,0.327,91.8,11.7,29.1,9.6,5.8,44.9
"Belt, Brandon",474832,2019,17,0.242,0.457,0.346,0.349,0.214,0.385,0.32,87.3,22.4,41.4,8.7,9.7,35.7
"Brantley Jr., Michael",488726,2019,22,0.293,0.473,0.357,0.36,0.18,0.368,0.333,88.8,10.6,36.3,5.5,6.8,37.3
"Gurriel, Yuli",493329,2019,31,0.28,0.415,0.321,0.329,0.135,0.333,0.315,89.3,14.3,33.5,3.6,4.2,38.1
"Rojas, Miguel",500743,2019,5,0.271,0.37,0.303,0.322,0.099,0.315,0.31,87.4,9.1,31.9,2.6,2.3,28.8
"Escobar, Eduardo",500871,2019,35,0.254,0.464,0.326,0.31,0.209,0.372,0.318,87.8,18.4,38.6,7,7.9,31.4
"Davis, Khris",501981,2019,23,0.232,0.435,0.317,0.306,0.203,0.404,0.337,90.2,13.1,31.5,9.8,8,40.4
"Pham, Tommy",502054,2019,21,0.27,0.455,0.354,0.366,0.185,0.39,0.345,90.9,5.2,29.7,7.9,4.9,45
"Martinez, J.D.",502110,2019,36,0.301,0.567,0.396,0.384,0.266,0.476,0.398,91.3,12.5,40.7,11.8,7.5,47.9
"Reddick, Josh",502210,2019,14,0.275,0.398,0.316,0.324,0.123,0.334,0.317,86.1,15.8,36,3.4,4,29.4
"Goldschmidt, Paul",502671,2019,34,0.257,0.509,0.359,0.345,0.252,0.438,0.356,90.1,15.4,36.4,11.3,9,42.4
"Altuve, Jose",514888,2019,31,0.268,0.484,0.344,0.328,0.216,0.376,0.321,87.4,9.7,28.2,8.1,4,34.5
"Hernandez, Cesar",514917,2019,14,0.264,0.375,0.302,0.32,0.111,0.325,0.314,86,9.5,32,2.7,2.7,28.3
"Segura, Jean",516416,2019,12,0.27,0.401,0.31,0.314,0.131,0.327,0.308,88.2,7.2,31,3.2,5.9,32.7
"Castro, Starlin",516770,2019,22,0.268,0.435,0.314,0.301,0.167,0.359,0.323,88.5,11,29.6,6.2,4.1,37.7
"Marte, Starling",516782,2019,23,0.297,0.507,0.362,0.346,0.21,0.409,0.36,88.6,8.2,31.3,8,5.5,38.6
"Donaldson, Josh",518626,2019,37,0.262,0.53,0.385,0.383,0.268,0.453,0.364,92.9,13.3,33.3,15.7,5.1,50.5
"Freeman, Freddie",518692,2019,38,0.294,0.569,0.397,0.389,0.275,0.452,0.373,89.7,14.4,40,12.3,7,42.5
"Grandal, Yasmani",518735,2019,28,0.241,0.475,0.366,0.379,0.234,0.405,0.331,90.7,14.2,37.5,11.3,8.7,41.8
"Heyward, Jason",518792,2019,21,0.255,0.396,0.323,0.347,0.141,0.349,0.324,88.8,11.3,31.8,5.7,5.9,36.5
"LeMahieu, DJ",518934,2019,26,0.314,0.522,0.376,0.364,0.208,0.413,0.369,91.9,6.5,35.2,7.5,6.8,48.5
"Moustakas, Mike",519058,2019,35,0.26,0.503,0.35,0.334,0.243,0.388,0.319,89.5,17.4,32.3,10.3,6.1,40.8
"Rizzo, Anthony",519203,2019,27,0.297,0.487,0.388,0.411,0.19,0.397,0.358,89,12.6,36.8,6.8,5.6,37
"Galvis, Freddy",520471,2019,23,0.235,0.384,0.28,0.273,0.149,0.351,0.318,88.8,14.7,31.8,5.5,5.1,36.4
"Garcia, Avisail",541645,2019,20,0.271,0.492,0.343,0.323,0.221,0.426,0.363,89.5,9.8,34.1,11.7,6.8,40.3
"Ozuna, Marcell",542303,2019,29,0.284,0.532,0.378,0.367,0.248,0.444,0.372,91.8,13.5,32.8,12.1,6.7,49.2
"Villar, Jonathan",542340,2019,24,0.246,0.412,0.315,0.315,0.165,0.381,0.338,88.9,8.2,30.3,6.8,5.7,37.1
"Santana, Danny",542454,2019,28,0.277,0.504,0.345,0.32,0.226,0.473,0.403,91.4,13.5,37.8,9.5,7.3,43.6
"Crawford, Brandon",543063,2019,11,0.238,0.395,0.306,0.314,0.157,0.347,0.31,87.8,8.3,36.7,5.4,6.5,35.1
"Hosmer, Eric",543333,2019,22,0.249,0.411,0.304,0.297,0.162,0.377,0.336,90.8,2.1,29.1,7.2,4.8,46
"Kipnis, Jason",543401,2019,17,0.256,0.419,0.316,0.318,0.163,0.351,0.317,88.1,14.1,33.1,5.5,5.8,34.4
"Rendon, Anthony",543685,2019,34,0.31,0.59,0.414,0.407,0.28,0.44,0.366,90.4,19.5,38.7,12,6.6,46.6
"Semien, Marcus",543760,2019,33,0.272,0.495,0.363,0.359,0.224,0.378,0.322,88.9,14.9,34,8.5,5.2,38.1
"Springer III, George",543807,2019,39,0.283,0.578,0.4,0.379,0.295,0.468,0.373,89.8,10.5,31.6,14.1,5.9,44.8
"Vazquez, Christian",543877,2019,23,0.25,0.441,0.313,0.3,0.191,0.367,0.319,89.4,13.3,37.5,5.9,8.8,40.1
"Wong, Kolten",543939,2019,11,0.242,0.349,0.297,0.326,0.108,0.304,0.292,86.1,12.6,28.6,2.2,4.2,25.4
"Garcia, Leury",544725,2019,8,0.242,0.351,0.272,0.275,0.109,0.332,0.318,88.2,6.2,30.3,3.8,3.1,29.9
"Grichuk, Randal",545341,2019,31,0.236,0.428,0.304,0.285,0.192,0.384,0.328,89.3,16,31.3,8.5,7.3,39.8
"Trout, Mike",545361,2019,45,0.31,0.678,0.46,0.456,0.368,0.543,0.416,90.9,22.2,43.8,18.9,7.1,44.4
"Harper, Bryce",547180,2019,35,0.273,0.547,0.387,0.384,0.274,0.488,0.394,91.9,13.7,37.6,14.8,7.5,45.6
"Abreu, Jose",547989,2019,33,0.279,0.517,0.358,0.332,0.238,0.438,0.368,92.1,10.9,35.2,12.8,6.1,48.2
"Suarez, Eugenio",553993,2019,49,0.247,0.5,0.355,0.341,0.254,0.462,0.37,89.3,17.7,38,13.8,6.1,40.8
"Santana, Domingo",570267,2019,21,0.25,0.478,0.342,0.329,0.228,0.478,0.397,89,11.3,40.1,12.1,5.9,42.1
"Sanchez, Yolmer",570560,2019,2,0.23,0.315,0.274,0.299,0.084,0.305,0.301,87.1,14.2,32.1,1,5.4,27
"Arenado, Nolan",571448,2019,41,0.27,0.48,0.343,0.341,0.21,0.368,0.318,89.4,17.7,34.6,8,6.8,37.6
"Muncy, Max",571970,2019,35,0.261,0.51,0.38,0.384,0.249,0.458,0.375,89.8,14.5,38.9,12,7.9,43.4
"Voit III, Luke",572228,2019,21,0.246,0.495,0.365,0.364,0.249,0.457,0.368,89.7,12.7,38.5,13.2,7.3,41.5
"Walker, Christian",572233,2019,29,0.262,0.516,0.364,0.351,0.254,0.456,0.37,91.1,14.8,34.1,13.1,6.9,48.8
"Iglesias, Jose",578428,2019,11,0.264,0.36,0.284,0.298,0.096,0.312,0.309,84.1,7.1,29.7,2.3,2.3,24.2
"Bryant, Kris",592178,2019,31,0.247,0.463,0.349,0.353,0.215,0.401,0.337,87.6,19.2,35.8,9.3,6.8,34.1
"Castellanos, Nick",592206,2019,27,0.279,0.541,0.364,0.329,0.262,0.443,0.364,89,14,39.8,10.9,9.3,41.7
"Machado, Manny",592518,2019,32,0.261,0.463,0.343,0.34,0.202,0.387,0.333,91.2,13,31.2,8,8,43.7
"Moran, Colin",592567,2019,13,0.26,0.437,0.314,0.308,0.177,0.388,0.346,88.2,12.5,37.1,7.4,6.5,34.8
"Pederson, Joc",592626,2019,36,0.249,0.479,0.347,0.339,0.23,0.399,0.33,91.2,15.6,31.4,10.3,5,43.5
"Realmuto, J.T.",592663,2019,25,0.273,0.469,0.341,0.332,0.196,0.404,0.356,90.3,14.4,35,8.7,7.6,41.1
"Rosario, Eddie",592696,2019,32,0.26,0.494,0.327,0.289,0.234,0.371,0.308,89.2,16.8,33.2,8.5,7.1,36
"Yelich, Christian",592885,2019,44,0.31,0.624,0.426,0.415,0.314,0.509,0.409,93.3,11.3,33.2,15.8,6.4,49.1
"Merrifield, Whit",593160,2019,16,0.28,0.431,0.324,0.328,0.151,0.367,0.343,87,15.6,42,4.3,5.7,29
"Bogaerts, Xander",593428,2019,33,0.272,0.474,0.355,0.354,0.202,0.391,0.339,90.7,13.4,34.7,8.4,7,44.1
"Alberto, Hanser",593643,2019,12,0.279,0.392,0.3,0.305,0.113,0.316,0.308,84.4,11.9,32.5,2.9,2.7,18.5
"Polanco, Jorge",593871,2019,22,0.271,0.464,0.341,0.338,0.193,0.376,0.332,88,19.1,41.6,6.7,8.2,33.1
"Calhoun, Kole",594777,2019,33,0.241,0.471,0.339,0.335,0.229,0.417,0.342,89.5,14.9,35.2,11.2,8.4,42.6
"Eaton, Adam",594809,2019,15,0.256,0.406,0.328,0.346,0.149,0.342,0.315,88.9,15.3,33.9,3.8,6.6,34.3
"Profar, Jurickson",595777,2019,20,0.25,0.431,0.328,0.332,0.18,0.341,0.299,86.7,14,29.7,6.5,4.9,31.3
"Baez, Javier",595879,2019,29,0.264,0.506,0.336,0.301,0.241,0.453,0.374,91.1,7.7,36.3,12.7,5,43.6
"Lindor, Francisco",596019,2019,32,0.273,0.464,0.333,0.328,0.19,0.37,0.326,91,12.3,29.8,7.5,4.7,41
"Odor, Rougned",596059,2019,30,0.221,0.464,0.321,0.299,0.243,0.429,0.338,91.1,17.9,30.6,13.6,6.4,45.6
"Story, Trevor",596115,2019,35,0.26,0.464,0.341,0.334,0.204,0.428,0.369,91,17.5,36.5,8.6,7.2,46
"Vogelbach, Daniel",596129,2019,30,0.224,0.44,0.345,0.356,0.215,0.407,0.332,88.8,17.1,39,10.5,6.3,38
"Kepler, Max",596146,2019,36,0.259,0.458,0.343,0.343,0.199,0.367,0.318,89.7,18.2,30.5,8.9,7.5,42.1
"Bradley Jr., Jackie",598265,2019,21,0.225,0.413,0.316,0.319,0.188,0.389,0.329,90.1,9.3,30.2,9.6,6.1,44.2
"Nunez, Renato",600524,2019,31,0.252,0.471,0.335,0.319,0.218,0.406,0.341,89.9,19.9,32.1,10.7,5.5,40.9
"Ahmed, Nick",605113,2019,19,0.256,0.422,0.321,0.322,0.166,0.357,0.318,87.8,7.6,35.7,6.6,5.5,34
"Anderson, Brian",605119,2019,20,0.253,0.454,0.34,0.337,0.2,0.392,0.337,89.9,11.1,31.3,8.9,7.2,46
"Bell, Josh",605137,2019,37,0.285,0.561,0.386,0.376,0.277,0.448,0.364,92.4,13.1,34.6,12.7,7.7,47.2
"Betts, Mookie",605141,2019,29,0.311,0.577,0.411,0.408,0.267,0.442,0.372,91,19.3,39.2,10.3,8.5,47.5
"Smith, Mallex",605480,2019,6,0.202,0.285,0.256,0.279,0.083,0.292,0.281,85.2,7.3,29,2.2,3.5,20.1
"Arcia, Orlando",606115,2019,15,0.222,0.351,0.277,0.287,0.129,0.313,0.287,87.9,6.6,26.5,4.3,4.6,31.3
"Marte, Ketel",606466,2019,32,0.3,0.525,0.375,0.364,0.224,0.406,0.353,90,11.5,34.6,9.3,5.8,40
"Turner, Trea",607208,2019,19,0.279,0.455,0.339,0.337,0.176,0.394,0.356,90.4,9.9,29.8,6.8,6.3,42
"Pillar, Kevin",607680,2019,21,0.262,0.411,0.3,0.293,0.149,0.333,0.306,86.4,14.1,33.1,4.9,5.7,30.8
"Ramirez, Jose",608070,2019,23,0.267,0.461,0.342,0.341,0.193,0.36,0.316,89.2,19.8,32.6,6.3,7,35.7
"Bregman, Alex",608324,2019,41,0.263,0.453,0.373,0.402,0.19,0.353,0.31,89.3,19.6,35.5,4.8,9.8,38
"Seager, Corey",608369,2019,19,0.257,0.459,0.331,0.322,0.202,0.373,0.32,88.8,14.3,35.2,7.3,7.1,38.2
"Reyes, Franmil",614177,2019,37,0.259,0.535,0.359,0.323,0.276,0.477,0.377,93.3,9.5,33.3,14.8,9,51
"Swanson, Dansby",621020,2019,17,0.271,0.477,0.35,0.346,0.207,0.419,0.363,89.9,14.5,36.7,10.1,6,41.6
"Newman, Kevin",621028,2019,12,0.273,0.374,0.303,0.322,0.101,0.317,0.313,85.3,8.5,33.4,2.1,2.8,24.8
"Olson, Matt",621566,2019,36,0.278,0.578,0.388,0.362,0.3,0.495,0.392,92.7,19.4,36.1,14.5,9,50.4
"Alonso, Pete",624413,2019,53,0.257,0.551,0.38,0.358,0.294,0.482,0.372,90.7,14.8,36.9,15.8,6.7,42.7
"Conforto, Michael",624424,2019,33,0.262,0.507,0.371,0.37,0.245,0.437,0.36,89.2,15.9,35.8,11.9,5.2,39.2
"Frazier, Adam",624428,2019,10,0.275,0.403,0.318,0.334,0.128,0.333,0.318,87.1,13.1,36.4,1.9,6.4,28.3
"Puig, Yasiel",624577,2019,24,0.256,0.451,0.328,0.319,0.195,0.388,0.336,90,13.8,30,9.2,5.4,39.1
"Soler, Jorge",624585,2019,48,0.276,0.596,0.396,0.364,0.32,0.509,0.394,92.6,15.5,34.5,16.9,8.2,50.1
"Meadows, Austin",640457,2019,33,0.282,0.545,0.375,0.356,0.264,0.454,0.374,90.4,16.7,38.1,12.5,6.8,42.9
"Anderson, Tim",641313,2019,18,0.283,0.45,0.321,0.307,0.168,0.393,0.361,88.3,8.7,37.6,5.1,5.9,37.6
"Bellinger, Cody",641355,2019,47,0.319,0.635,0.43,0.421,0.316,0.488,0.396,91.1,17.9,39.6,12.7,6.8,45.9
"Dozier, Hunter",641531,2019,26,0.26,0.468,0.338,0.331,0.208,0.418,0.358,91.1,16.7,35.8,10,7.4,42.9
"Mancini III, Trey",641820,2019,35,0.277,0.503,0.362,0.353,0.226,0.424,0.362,90.3,7.8,36.4,10.3,7.3,42.7
"McMahon, Ryan",641857,2019,24,0.243,0.429,0.325,0.324,0.186,0.423,0.366,91.9,8.8,36.6,9,7.1,48
"Rosario, Amed",642708,2019,15,0.283,0.416,0.317,0.32,0.133,0.372,0.354,89.4,8.8,35,4.2,4.6,39.5
"Adames, Willy",642715,2019,20,0.25,0.437,0.32,0.313,0.187,0.403,0.351,88.5,10.8,36.1,8.4,7.1,35.6
"Benintendi, Andrew",643217,2019,13,0.262,0.456,0.339,0.34,0.193,0.4,0.351,89.1,17.3,40.1,8.1,7.6,37.8
"McNeil, Jeff",643446,2019,23,0.283,0.465,0.35,0.354,0.181,0.367,0.332,89,13.8,34.2,4.8,7.3,36.7
"Albies, Ozzie",645277,2019,24,0.282,0.482,0.346,0.341,0.199,0.385,0.341,88.9,15.6,36.8,6.6,7,34
"Robles, Victor",645302,2019,17,0.231,0.368,0.294,0.305,0.137,0.337,0.307,83.3,16.7,34.5,4.8,5.5,23
"Devers, Rafael",646240,2019,32,0.298,0.528,0.368,0.351,0.23,0.424,0.366,92.5,10.4,33,9,9.6,48.4
"Jimenez, Eloy",650391,2019,31,0.261,0.515,0.347,0.311,0.254,0.45,0.366,91.2,9.3,32.4,12.8,7.1,47.9
"Torres, Gleyber",650402,2019,38,0.257,0.492,0.34,0.32,0.234,0.404,0.335,89.1,17.7,38,10.1,5.4,36.5
"Chapman, Matt",656305,2019,36,0.251,0.502,0.359,0.345,0.252,0.416,0.335,92.7,16.6,25.1,12.1,7.3,49
"Hoskins, Rhys",656555,2019,29,0.215,0.417,0.337,0.358,0.201,0.375,0.309,89.7,24,31,9.7,8.2,38.7
"Schwarber, Kyle",656941,2019,38,0.264,0.555,0.376,0.354,0.291,0.473,0.372,93.5,15.5,35.6,14.5,9,51.2
"DeJong, Paul",657557,2019,30,0.237,0.446,0.331,0.325,0.209,0.383,0.319,87,18.3,33,8.6,4.5,33.9
"Moncada, Yoan",660162,2019,25,0.282,0.518,0.358,0.337,0.236,0.472,0.401,93.1,12.3,40.4,12.2,7.2,47.9
"Acuna Jr., Ronald",660670,2019,41,0.279,0.574,0.39,0.365,0.294,0.502,0.399,90.6,14.2,40.5,15,9.1,47.4
"Fletcher, David",664058,2019,6,0.292,0.371,0.319,0.352,0.079,0.32,0.327,83.8,9.9,37.5,0.2,2.6,17.1
"Guerrero Jr., Vladimir",665489,2019,15,0.256,0.435,0.329,0.326,0.179,0.363,0.319,89.4,6.7,30.9,7.7,6.1,38.7
"Soto, Juan",665742,2019,34,0.285,0.575,0.409,0.405,0.29,0.465,0.374,92,12.5,36.3,12.3,8.7,47.8
"Reynolds, Bryan",668804,2019,16,0.293,0.474,0.359,0.361,0.181,0.429,0.389,89.5,9.4,37,6.7,5.1,41.6
"Cabrera, Miguel",408234,2020,10,0.288,0.52,0.379,0.366,0.231,0.454,0.385,93.2,12.1,36.8,9.7,5.8,49.7
"Cruz Jr., Nelson",443558,2020,16,0.269,0.545,0.383,0.369,0.276,0.5,0.394,91.6,9.4,39.4,15,3.9,47.2
"Peralta, David",444482,2020,5,0.26,0.375,0.299,0.304,0.115,0.351,0.333,89.2,6.4,29.4,5,6.3,36.3
"Longoria, Evan",446334,2020,7,0.282,0.524,0.364,0.329,0.243,0.427,0.355,91.7,10.7,29.9,11.5,3.8,45.2
"Cabrera, Asdrubal",452678,2020,8,0.243,0.429,0.317,0.307,0.186,0.353,0.302,89.5,13.7,30.5,6.5,8.4,38.3
"Blackmon, Charlie",453568,2020,6,0.276,0.426,0.331,0.34,0.15,0.377,0.346,86.9,13.5,38.5,4.9,5.5,29.7
"Solano, Donovan",456781,2020,3,0.278,0.417,0.32,0.32,0.139,0.372,0.348,88.5,15.5,43.4,4.6,7.9,34.9
"McCutchen, Andrew",457705,2020,10,0.276,0.484,0.358,0.346,0.208,0.414,0.355,89.7,18.2,36.5,8.2,8.8,41.2
"Votto, Joey",458015,2020,11,0.253,0.478,0.369,0.377,0.225,0.397,0.329,87.4,15.4,36.4,9.1,9.8,35.7
"Santana, Carlos",467793,2020,8,0.251,0.448,0.372,0.393,0.196,0.375,0.318,88,12.2,32.3,6.7,8.5,36.6
"Brantley Jr., Michael",488726,2020,5,0.26,0.413,0.325,0.327,0.153,0.344,0.311,88.7,10.2,34.5,4.9,6.3,37.3
"Gurriel, Yuli",493329,2020,6,0.265,0.408,0.318,0.314,0.143,0.335,0.308,89.3,13.9,34.4,3.7,7.4,36.5
"Escobar, Eduardo",500871,2020,4,0.263,0.396,0.306,0.317,0.133,0.351,0.326,88.6,18.1,34.8,5.5,3.7,31.7
"Martinez, J.D.",502110,2020,7,0.229,0.443,0.318,0.306,0.214,0.387,0.315,89.5,14.7,39.6,11,7.8,41.6
"Reddick, Josh",502210,2020,4,0.246,0.36,0.303,0.319,0.114,0.336,0.317,85.9,19.1,34.7,4.8,4.8,29.3
"Goldschmidt, Paul",502671,2020,6,0.285,0.51,0.396,0.403,0.224,0.432,0.367,89.2,11.7,42.3,10.7,7.4,40.9
"Gonzalez, Marwin",503556,2020,5,0.24,0.401,0.314,0.315,0.162,0.351,0.309,89.2,12.6,31.9,5.1,5.1,38.4
"Altuve, Jose",514888,2020,5,0.23,0.349,0.288,0.296,0.119,0.313,0.289,86.7,9.3,24.8,4.6,5.9,33.3
"Hernandez, Cesar",514917,2020,3,0.273,0.396,0.33,0.346,0.123,0.382,0.361,89.1,5.6,37.3,4,6.8,37.3
"Segura, Jean",516416,2020,7,0.25,0.391,0.318,0.334,0.141,0.358,0.327,87.7,11.2,31.8,6.1,3.4,38.5
"Marte, Starling",516782,2020,6,0.264,0.42,0.326,0.326,0.156,0.357,0.321,87.1,6.5,30.3,6.4,4.3,30.3
"Freeman, Freddie",518692,2020,13,0.343,0.663,0.466,0.463,0.32,0.509,0.415,92.4,17.2,49.2,14.7,4.5,54.2
"Grandal, Yasmani",518735,2020,8,0.207,0.403,0.327,0.334,0.196,0.398,0.323,90.3,15.6,38.1,7.6,9.5,43.8
"LeMahieu, DJ",518934,2020,10,0.312,0.46,0.366,0.376,0.147,0.372,0.35,91.3,2.3,29.7,2.9,9.1,45.7
"Rizzo, Anthony",519203,2020,11,0.266,0.413,0.355,0.383,0.147,0.364,0.329,87.7,16.7,34.7,7.8,4.8,34.7
"Flores, Wilmer",527038,2020,12,0.245,0.43,0.309,0.294,0.185,0.346,0.298,87.9,19,37.4,6.1,6.1,34.4
"Garcia, Avisail",541645,2020,2,0.244,0.375,0.317,0.339,0.131,0.365,0.334,87.4,8.7,37.1,3.8,8.3,37.1
"Ozuna, Marcell",542303,2020,18,0.313,0.635,0.436,0.41,0.323,0.536,0.423,93,16.4,39.1,15.4,8.3,54.4
"Villar, Jonathan",542340,2020,2,0.216,0.287,0.261,0.288,0.071,0.308,0.303,86.7,1.6,18.7,1.5,3.7,35.8
"Aguilar, Jesus",542583,2020,8,0.271,0.452,0.345,0.348,0.182,0.379,0.336,89.3,16,37.5,7.2,5.9,37.5
"Crawford, Brandon",543063,2020,8,0.235,0.398,0.309,0.311,0.163,0.371,0.324,88.7,12.4,35.4,9.4,4.7,39.4
"Grossman, Robbie",543257,2020,8,0.24,0.399,0.328,0.344,0.159,0.355,0.312,89,15.2,33.6,5.5,7.8,37.5
"Hicks, Aaron",543305,2020,6,0.256,0.435,0.374,0.405,0.179,0.38,0.331,88.2,11.1,29.8,6.9,6.1,38.2
"Rendon, Anthony",543685,2020,9,0.287,0.469,0.39,0.42,0.182,0.385,0.344,90.1,19.5,39.2,6.3,7.6,40.5
"Semien, Marcus",543760,2020,7,0.209,0.352,0.287,0.293,0.143,0.313,0.275,86.2,19.3,32.9,5,6.8,28.6
"Springer III, George",543807,2020,14,0.294,0.569,0.405,0.386,0.275,0.45,0.365,88.7,18.3,35.3,12.4,5.9,42.5
"Vazquez, Christian",543877,2020,7,0.222,0.358,0.285,0.289,0.135,0.329,0.297,88.4,14.4,33.1,4.6,6.2,40
"Wong, Kolten",543939,2020,1,0.235,0.306,0.286,0.324,0.07,0.28,0.281,86.5,10.8,31.2,0.6,3.2,26.6
"Gregorius, Didi",544369,2020,10,0.263,0.396,0.311,0.322,0.132,0.324,0.302,83.8,17.8,35.3,4.2,6.8,27.9
"Grichuk, Randal",545341,2020,12,0.268,0.468,0.333,0.312,0.199,0.405,0.349,88.9,12.6,27.2,11.2,6.5,39.6
"Trout, Mike",545361,2020,17,0.291,0.612,0.428,0.405,0.321,0.529,0.405,93.7,23.1,36.1,15,8.2,55.1
"Ruiz, Rio",547004,2020,9,0.212,0.356,0.277,0.277,0.144,0.32,0.281,87.9,10.5,27.7,8.5,6.4,39
"Harper, Bryce",547180,2020,13,0.308,0.658,0.454,0.451,0.35,0.514,0.394,92.5,16,33.3,17.3,4,50.7
"Abreu, Jose",547989,2020,19,0.299,0.587,0.399,0.357,0.288,0.494,0.399,92.9,10.9,37.4,14.3,9.3,53.3
"Suarez, Eugenio",553993,2020,15,0.216,0.472,0.342,0.325,0.255,0.431,0.326,89.1,17.9,29.5,14.4,5.3,44.7
"Gonzalez, Erik",570481,2020,3,0.237,0.396,0.293,0.276,0.158,0.382,0.339,88.5,5.5,33.6,6.7,8.2,44
"Arenado, Nolan",571448,2020,8,0.235,0.392,0.288,0.289,0.157,0.293,0.259,87.8,19.1,27.1,5.4,4.2,33.7
"Muncy, Max",571970,2020,12,0.229,0.473,0.36,0.362,0.244,0.413,0.323,88.5,14.2,29,12.4,8.3,40
"Myers, Wil",571976,2020,15,0.285,0.589,0.396,0.351,0.304,0.511,0.399,91,13.4,40.8,14.8,8.5,45.8
"Pollock, AJ",572041,2020,16,0.269,0.499,0.345,0.312,0.23,0.422,0.35,89.6,13,37.9,10.5,7.8,43.1
"Seager, Kyle",572122,2020,9,0.252,0.472,0.365,0.371,0.22,0.364,0.301,89.1,17.7,30.7,10.2,6.3,39.8
"Voit III, Luke",572228,2020,22,0.279,0.586,0.389,0.34,0.308,0.482,0.373,88.9,15.2,37.5,13.1,6.3,40
"Walker, Christian",572233,2020,7,0.266,0.454,0.339,0.331,0.188,0.392,0.342,90.4,11.5,34.5,6.4,10.5,48.5
"Dickerson, Corey",572816,2020,7,0.248,0.396,0.305,0.303,0.148,0.337,0.303,85.7,11.1,25.8,5.7,3.1,30.8
"Yastrzemski, Mike",573262,2020,10,0.251,0.488,0.364,0.36,0.238,0.434,0.351,88.2,18.4,35,10.9,9.5,42.3
"Contreras, Willson",575929,2020,7,0.249,0.441,0.353,0.361,0.192,0.416,0.352,89.8,9.1,35.8,10.4,6.7,47.8
"Canha, Mark",592192,2020,5,0.241,0.415,0.359,0.387,0.175,0.383,0.331,89.7,19.4,37.3,7.7,8.5,39.4
"Castellanos, Nick",592206,2020,14,0.274,0.545,0.375,0.343,0.271,0.5,0.4,91,16.5,39.3,16,6.7,46.7
"Machado, Manny",592518,2020,16,0.3,0.54,0.385,0.372,0.24,0.423,0.358,90.2,15.6,34.6,11,3.7,43.5
"Moran, Colin",592567,2020,10,0.254,0.479,0.35,0.332,0.225,0.435,0.358,91.9,8.3,32.3,13.4,2.4,47.2
"Realmuto, J.T.",592663,2020,11,0.246,0.498,0.356,0.331,0.252,0.431,0.341,90.2,11.6,32.8,13.6,5.6,42.4
"Rosario, Eddie",592696,2020,13,0.246,0.437,0.318,0.307,0.192,0.342,0.291,87.5,18.1,30.3,6.2,8.4,35.4
"Yelich, Christian",592885,2020,12,0.246,0.468,0.374,0.39,0.222,0.488,0.399,94,7.1,32.3,12.1,8.1,55.6
"Merrifield, Whit",593160,2020,9,0.292,0.439,0.336,0.334,0.146,0.36,0.336,86.1,15.8,39.8,5.1,4.6,27.3
"Bogaerts, Xander",593428,2020,11,0.258,0.471,0.34,0.327,0.213,0.385,0.322,89,8.7,31.3,8.6,5.5,36.8
"Alberto, Hanser",593643,2020,3,0.247,0.319,0.261,0.272,0.073,0.284,0.284,82.3,13.2,32.6,1,3.1,20.7
"Polanco, Jorge",593871,2020,4,0.263,0.381,0.304,0.308,0.118,0.333,0.315,86.6,16.1,39,2.8,5.1,33.3
"Sano, Miguel",593934,2020,13,0.215,0.483,0.326,0.288,0.267,0.564,0.419,95.2,20.2,31.3,22.9,9.4,57.3
"Calhoun, Kole",594777,2020,16,0.263,0.517,0.379,0.37,0.254,0.436,0.35,89.4,17,36.1,11.8,8.3,38.2
"Duvall, Adam",594807,2020,16,0.228,0.516,0.342,0.294,0.288,0.43,0.318,88.1,22.9,30.7,13.9,5.1,40.1
"Profar, Jurickson",595777,2020,7,0.282,0.411,0.338,0.35,0.129,0.354,0.334,87.2,11,35.5,3.2,3.2,27.7
"Baez, Javier",595879,2020,8,0.218,0.385,0.279,0.256,0.167,0.391,0.332,89.4,10.3,24.8,8.1,7.4,40.3
"Lindor, Francisco",596019,2020,8,0.279,0.441,0.346,0.356,0.162,0.371,0.338,89.9,13.5,36.5,5.6,9.1,41.1
"Story, Trevor",596115,2020,11,0.253,0.457,0.335,0.323,0.204,0.41,0.346,89.9,20.8,40.1,8.7,7.6,41.3
"Kepler, Max",596146,2020,9,0.258,0.425,0.34,0.349,0.167,0.366,0.326,88.5,22.2,30.9,5.1,7.4,38.2
"Franco, Maikel",596748,2020,8,0.256,0.398,0.307,0.305,0.142,0.338,0.307,86.7,8.4,33.3,5.8,7.9,38.6
"Bradley Jr., Jackie",598265,2020,7,0.22,0.368,0.301,0.311,0.148,0.336,0.294,88.4,4.3,28.5,7.6,4.2,36.4
"La Stella, Tommy",600303,2020,5,0.275,0.423,0.348,0.366,0.148,0.315,0.29,88,17.1,32.1,4.8,3.7,28.3
"Nunez, Renato",600524,2020,12,0.227,0.431,0.315,0.298,0.204,0.408,0.336,86.3,21.1,37.9,12.1,4.5,36.4
"Candelario, Jeimer",600869,2020,7,0.277,0.471,0.356,0.351,0.194,0.432,0.378,90.2,13.3,37.5,10.3,6.6,47.1
"Ahmed, Nick",605113,2020,5,0.247,0.377,0.304,0.31,0.131,0.35,0.322,87.7,9.4,30.1,5.2,5.2,33.3
